head	tail	relations
MESH:D011700	NCBI:54498	PRODUCT-OF
MESH:D013096	NCBI:6303	SUBSTRATE
MESH:D013096	NCBI:196743	
MESH:D013096	NCBI:54498	
MESH:C437397	NCBI:6303	
MESH:C437397	NCBI:196743	
MESH:C437397	NCBI:54498	
MESH:D000596	NCBI:54498	PART-OF
MESH:C017988	NCBI:54498	
MESH:C029453	NCBI:54498	SUBSTRATE
MESH:C029452	NCBI:54498	
MESH:C044444	NCBI:54498	INHIBITOR
MESH:C105933	NCBI:54498	SUBSTRATE
MESH:C008658	NCBI:3242	
MESH:C008658	NCBI:100505666	
MESH:C008658	NCBI:767589	
MESH:C010590	NCBI:3242	
MESH:C010590	NCBI:100505666	
MESH:C010590	NCBI:767589	
MESH:C448039	NCBI:3242	
MESH:C448039	NCBI:100505666	
MESH:C448039	NCBI:767589	
MESH:C008658	NCBI:8268	
MESH:C406224	NCBI:5743	DIRECT-REGULATOR|INHIBITOR
MESH:D008614	NCBI:151	DIRECT-REGULATOR|AGONIST|ACTIVATOR
MESH:D005576	NCBI:151	
MESH:D000242	NCBI:151	
MESH:D020927	NCBI:151	
MESH:C012419	NCBI:1141	AGONIST
MESH:D009538	NCBI:1141	AGONIST
MESH:D009638	NCBI:1141	
MESH:D009638	NCBI:93589	
MESH:D009638	NCBI:1139	
MESH:C012419	NCBI:93589	
MESH:C012419	NCBI:1139	
MESH:D018690	NCBI:93589	
MESH:D009569	NCBI:93589	
MESH:D002784	NCBI:5465	
MESH:D002331	NCBI:6584	DIRECT-REGULATOR|SUBSTRATE
MESH:C098107	NCBI:3350	DIRECT-REGULATOR|AGONIST|ACTIVATOR|INDIRECT-UPREGULATOR
MESH:C098107	NCBI:1815	DIRECT-REGULATOR|AGONIST|ACTIVATOR
MESH:C098107	NCBI:3356	DIRECT-REGULATOR|ANTAGONIST
MESH:D012701	NCBI:1815	
MESH:D004298	NCBI:1815	
MESH:C018832	NCBI:3350	
MESH:D000077407	NCBI:5139	INHIBITOR
MESH:D009711	NCBI:5139	
MESH:D000596	NCBI:5139	PART-OF
MESH:D000596	NCBI:5142	
MESH:D000409	NCBI:5139	PART-OF
MESH:D000077407	NCBI:501	INHIBITOR
MESH:D016642	NCBI:6531	DIRECT-REGULATOR|INHIBITOR
MESH:D016642	NCBI:6530	INHIBITOR
MESH:D009627	NCBI:6530	
MESH:D003891	NCBI:6531	
MESH:D012964	NCBI:6584	DIRECT-REGULATOR|SUBSTRATE
MESH:D000596	NCBI:6584	PART-OF
MESH:D013662	NCBI:6584	SUBSTRATE
MESH:D014635	NCBI:6584	INHIBITOR
MESH:C006905	NCBI:6584	
MESH:D009638	NCBI:472	
MESH:C068373	NCBI:1636	INHIBITOR
MESH:C067730	NCBI:6531	DIRECT-REGULATOR
MESH:D001623	NCBI:2908	DIRECT-REGULATOR
MESH:C038672	NCBI:2908	AGONIST-ACTIVATOR|AGONIST
MESH:C038672	NCBI:6898	
MESH:C042696	NCBI:6898	
MESH:C042696	NCBI:2908	
MESH:D005438	NCBI:2908	
MESH:D005438	NCBI:1447	INDIRECT-UPREGULATOR
MESH:D005438	NCBI:5617	
MESH:C031967	NCBI:596	INDIRECT-UPREGULATOR
MESH:C031967	NCBI:2668	INDIRECT-UPREGULATOR
MESH:D011412	NCBI:847	ACTIVATOR
MESH:D013481	NCBI:847	PRODUCT-OF
MESH:D004298	NCBI:847	
MESH:C026928	NCBI:3156	PRODUCT-OF
MESH:D018491|D004298	NCBI:9734	SUBSTRATE
MESH:D018491|D004298	NCBI:1991	
MESH:D012701	NCBI:9734	
MESH:D012701	NCBI:1991	
MESH:C488396	NCBI:9734	
MESH:C488396	NCBI:1991	ACTIVATOR|SUBSTRATE
MESH:C069723	NCBI:9734	DIRECT-REGULATOR
MESH:C069723	NCBI:6532	DIRECT-REGULATOR
MESH:C069723	NCBI:1991	DIRECT-REGULATOR|ANTAGONIST
MESH:C465766	NCBI:9734	
MESH:C499951	NCBI:9734	
MESH:C071761	NCBI:9734	
MESH:D008454	NCBI:9734	DIRECT-REGULATOR
MESH:C026972	NCBI:9734	DIRECT-REGULATOR
MESH:C026972	NCBI:6531	DIRECT-REGULATOR
MESH:C026972	NCBI:6532	DIRECT-REGULATOR
MESH:C026972	NCBI:6530	DIRECT-REGULATOR
MESH:D008454	NCBI:6532	DIRECT-REGULATOR
MESH:D008454	NCBI:6530	DIRECT-REGULATOR
MESH:D005905	NCBI:3767	DIRECT-REGULATOR
MESH:C521934	NCBI:6833	DIRECT-REGULATOR|ACTIVATOR
MESH:C521934	NCBI:3767	DIRECT-REGULATOR|ACTIVATOR
MESH:D015232	NCBI:2990	
MESH:D015232	NCBI:3827	
MESH:D007975	NCBI:2990	
MESH:D007975	NCBI:3827	
MESH:D013929	NCBI:2990	
MESH:D013929	NCBI:3827	
MESH:C046308	NCBI:2990	
MESH:C046308	NCBI:3827	
MESH:C049843	NCBI:5742	
MESH:C049843	NCBI:5743	
MESH:C045468	NCBI:6833	
MESH:C045468	NCBI:3767	
MESH:C437397	NCBI:6833	
MESH:C437397	NCBI:3767	PART-OF
MESH:D011188	NCBI:112802	
MESH:D000255	NCBI:112802	
MESH:C437397	NCBI:112802	PART-OF
MESH:C055551	NCBI:112802	PART-OF
MESH:C055551	NCBI:6833	
MESH:D000255	NCBI:137814	INHIBITOR
MESH:D009711	NCBI:3570	
MESH:D009711	NCBI:6833	
MESH:D013453	NCBI:3570	
MESH:D011188	NCBI:3570	
MESH:D000255	NCBI:3570	
MESH:D015636	NCBI:112802	
MESH:C437397	NCBI:3645	PART-OF
MESH:D005905	NCBI:27231	
MESH:D005905	NCBI:3645	
MESH:C067320	NCBI:27231	DIRECT-REGULATOR
MESH:C067320	NCBI:6833	DIRECT-REGULATOR
MESH:C067320	NCBI:3645	DIRECT-REGULATOR
MESH:C437397	NCBI:27231	
MESH:D011188	NCBI:3645	
MESH:D000255	NCBI:3645	
MESH:D000077608	NCBI:6869	ANTAGONIST
MESH:D013373	NCBI:6869	
MESH:C468274	NCBI:6869	
MESH:C437397	NCBI:7124	
MESH:C437397	NCBI:960	
MESH:D010100	NCBI:7124	
MESH:D010100	NCBI:960	
MESH:D002241	NCBI:7124	
MESH:D002241	NCBI:960	
MESH:C467438	NCBI:7124	
MESH:C467438	NCBI:960	
MESH:D013431	NCBI:7124	
MESH:D013431	NCBI:960	
MESH:C569197	NCBI:7124	
MESH:C066657	NCBI:5739	
MESH:C066657	NCBI:8517	
MESH:C018832	NCBI:5739	
MESH:C018832	NCBI:8517	
MESH:D011464	NCBI:5739	
MESH:D011464	NCBI:8517	
MESH:D000244	NCBI:2771	
MESH:D000244	NCBI:2781	
MESH:D004837	NCBI:2771	
MESH:D004837	NCBI:2781	
MESH:C018832	NCBI:2771	
MESH:C018832	NCBI:2781	
MESH:D000244	NCBI:2773	
MESH:D004837	NCBI:2773	
MESH:D011464	NCBI:2781	
MESH:D011464	NCBI:2771	
MESH:D011464	NCBI:2773	
MESH:C018832	NCBI:2773	
MESH:C066657	NCBI:2781	
MESH:C066657	NCBI:2771	
MESH:C066657	NCBI:2773	
MESH:C066657	NCBI:150	
MESH:C066657	NCBI:64805	
MESH:D004837	NCBI:8517	
MESH:D004837	NCBI:150	
MESH:D004837	NCBI:64805	
MESH:D000244	NCBI:8517	
MESH:D000244	NCBI:150	
MESH:D000244	NCBI:64805	DIRECT-REGULATOR|AGONIST|ACTIVATOR|INHIBITOR
MESH:C014557	NCBI:5743	
MESH:C014557	NCBI:5742	
MESH:D017308	NCBI:5743	INHIBITOR
MESH:D017308	NCBI:5742	
MESH:D015283	NCBI:6532	DIRECT-REGULATOR|INHIBITOR
MESH:D064751	NCBI:57127	SUBSTRATE
MESH:D064751	NCBI:51458	SUBSTRATE
MESH:D049971	NCBI:6521	
MESH:D049971	NCBI:5172	
MESH:D049971	NCBI:57127	
MESH:D049971	NCBI:760	
MESH:D000431	NCBI:3856	
MESH:D000431	NCBI:3875	
MESH:C572476	NCBI:3856	
MESH:C572476	NCBI:3875	
MESH:D006118	NCBI:3875	INDIRECT-UPREGULATOR
MESH:C029773	NCBI:3875	
MESH:C014393	NCBI:3856	PART-OF
MESH:C014393	NCBI:3875	
MESH:D018817	NCBI:6532	
MESH:C530634	NCBI:6532	
MESH:D013373	NCBI:6863	
MESH:D013373	NCBI:7032	
MESH:D013373	NCBI:930	
MESH:D013373	NCBI:10766	
MESH:C468274	NCBI:6863	
MESH:C468274	NCBI:7032	
MESH:C468274	NCBI:930	
MESH:C468274	NCBI:10766	
MESH:D002713	NCBI:1080	SUBSTRATE
MESH:D005905	NCBI:1080	INHIBITOR
MESH:D007513	NCBI:1080	INHIBITOR
MESH:C029658	NCBI:5096	
MESH:C009061	NCBI:26766	SUBSTRATE
MESH:D001710	NCBI:26766	
MESH:C015357	NCBI:26766	SUBSTRATE
MESH:D006221	NCBI:4694	INHIBITOR
MESH:D006221	NCBI:10815	INHIBITOR
MESH:D007530	NCBI:4694	INHIBITOR
MESH:D007530	NCBI:10815	INHIBITOR
MESH:D000077149	NCBI:4694	INHIBITOR
MESH:D000077149	NCBI:10815	INHIBITOR
MESH:D009243	NCBI:4694	
MESH:D009243	NCBI:10815	
MESH:D014451	NCBI:4694	
MESH:D014451	NCBI:10815	
MESH:C016727	NCBI:6697	
MESH:C016727	NCBI:5053	
MESH:C016727	NCBI:7054	
MESH:C016727	NCBI:7166	
MESH:C016727	NCBI:6869	
MESH:C077911	NCBI:6697	PRODUCT-OF
MESH:C077911	NCBI:5053	
MESH:C077911	NCBI:6869	PRODUCT-OF
MESH:C039552	NCBI:6697	
MESH:C039552	NCBI:7054	
MESH:C039552	NCBI:7166	
MESH:C039552	NCBI:6869	
MESH:C042696	NCBI:6697	
MESH:C042696	NCBI:5053	SUBSTRATE
MESH:C042696	NCBI:7166	
MESH:C042696	NCBI:6869	
MESH:C000606701	NCBI:6697	
MESH:C000606701	NCBI:5053	
MESH:C000606701	NCBI:7054	
MESH:C000606701	NCBI:6869	
MESH:D009569	NCBI:6697	
MESH:D009569	NCBI:7054	
MESH:D009569	NCBI:7166	
MESH:D009569	NCBI:6869	
MESH:C003402	NCBI:6697	PRODUCT-OF
MESH:C003402	NCBI:6869	SUBSTRATE
MESH:D004298	NCBI:6869	
MESH:D011280	NCBI:1646	PRODUCT-OF
MESH:D011280	NCBI:8644	PRODUCT-OF
MESH:D006914	NCBI:1646	
MESH:D006914	NCBI:8644	
MESH:D043582	NCBI:8644	SUBSTRATE
MESH:D043582	NCBI:3284	SUBSTRATE
MESH:D005473	NCBI:8644	
MESH:D005473	NCBI:3284	ACTIVATOR
MESH:D011280	NCBI:3284	PRODUCT-OF
MESH:D009243	NCBI:3284	
MESH:D013256	NCBI:3284	PRODUCT-OF|SUBSTRATE
MESH:D005680	NCBI:339044	
MESH:D007559	NCBI:339044	
MESH:D007559	NCBI:3008	
MESH:D005680	NCBI:2549	
MESH:D005680	NCBI:100421716	
MESH:D005680	NCBI:3008	
MESH:D007559	NCBI:2549	
MESH:D000069445	NCBI:6530	DIRECT-REGULATOR|INHIBITOR
MESH:D000069445	NCBI:2353	
MESH:D015306	NCBI:2353	
MESH:D000109	NCBI:3350	
MESH:D000069348	NCBI:3350	AGONIST
MESH:C081732	NCBI:3350	
MESH:C008522	NCBI:3350	
MESH:D003024	NCBI:1734	DIRECT-REGULATOR|INHIBITOR
MESH:C087168	NCBI:3356	INHIBITOR
MESH:C087168	NCBI:1734	INHIBITOR
MESH:D018491|D004298	NCBI:3356	
MESH:D000069348	NCBI:3356	
MESH:C081732	NCBI:3356	
MESH:C081732	NCBI:1734	
MESH:C008522	NCBI:3356	
MESH:C008522	NCBI:1734	
MESH:C050057	NCBI:3356	
MESH:C050057	NCBI:1734	
MESH:C050057	NCBI:3350	
MESH:D001058	NCBI:7054	
MESH:D001058	NCBI:627	INDIRECT-UPREGULATOR
MESH:C042696	NCBI:627	
MESH:D018491|D004298	NCBI:627	
MESH:D001058	NCBI:2668	INDIRECT-UPREGULATOR
MESH:D008694	NCBI:150	
MESH:D008694	NCBI:8802	
MESH:C034758	NCBI:150	ACTIVATOR
MESH:D006160	NCBI:2775	
MESH:D006160	NCBI:8802	
MESH:D006160	NCBI:150	
MESH:C402365	NCBI:51284	AGONIST
MESH:D000077271	NCBI:51284	AGONIST|ACTIVATOR
MESH:C402365	NCBI:7124	INDIRECT-UPREGULATOR
MESH:C402365	NCBI:3627	INDIRECT-UPREGULATOR
MESH:C402365	NCBI:1236	INDIRECT-UPREGULATOR
MESH:C402365	NCBI:3562	
MESH:C037219	NCBI:1236	
MESH:D006861	NCBI:836	ACTIVATOR
MESH:C015001	NCBI:3303	
MESH:C015001	NCBI:3162	
MESH:C015001	NCBI:3315	
MESH:D006861	NCBI:3303	
MESH:D006861	NCBI:3162	
MESH:D006861	NCBI:3315	
MESH:D005978	NCBI:3569	
MESH:D005978	NCBI:7124	
MESH:D005978	NCBI:2936	SUBSTRATE
MESH:D005978	NCBI:2908	SUBSTRATE
MESH:D019803	NCBI:3569	
MESH:D019803	NCBI:7124	
MESH:D019803	NCBI:2936	
MESH:D019803	NCBI:2908	
MESH:D002330	NCBI:3569	INDIRECT-UPREGULATOR
MESH:D002330	NCBI:7124	INDIRECT-UPREGULATOR
MESH:D002330	NCBI:2936	INHIBITOR
MESH:D002330	NCBI:2908	INHIBITOR
MESH:C019333	NCBI:9376	
MESH:C019333	NCBI:3777	
MESH:D010130	NCBI:3777	SUBSTRATE
MESH:C017296	NCBI:3777	
MESH:C054864	NCBI:3777	
MESH:C054864	NCBI:9376	SUBSTRATE
MESH:D005977	NCBI:3777	
MESH:D005977	NCBI:9376	
MESH:C059652	NCBI:3777	
MESH:C059652	NCBI:9376	ACTIVATOR
MESH:D008094	NCBI:9058	INHIBITOR
MESH:D008094	NCBI:9376	INHIBITOR
MESH:C041105	NCBI:9058	INHIBITOR
MESH:C041105	NCBI:9376	INHIBITOR
MESH:D012964	NCBI:9058	
MESH:C059652	NCBI:9058	ACTIVATOR
MESH:C054864	NCBI:9058	SUBSTRATE
MESH:C520227	NCBI:9058	
MESH:C520227	NCBI:9376	
MESH:D000596	NCBI:23657	
MESH:D005978	NCBI:23657	
MESH:C014476	NCBI:23657	
MESH:C030536	NCBI:23657	ACTIVATOR|INDIRECT-UPREGULATOR
MESH:D001205	NCBI:23657	
MESH:C030536	NCBI:6520	
MESH:D005978	NCBI:23552	
MESH:D005978	NCBI:79084	
MESH:C093973	NCBI:23552	INHIBITOR
MESH:C093973	NCBI:79084	INHIBITOR
MESH:C093642	NCBI:23552	
MESH:C093642	NCBI:79084	
MESH:C030536	NCBI:23552	
MESH:C030536	NCBI:79084	
MESH:D003553	NCBI:23552	
MESH:D003553	NCBI:79084	
MESH:D001205	NCBI:23552	
MESH:D001205	NCBI:79084	
MESH:C005705	NCBI:7010	INHIBITOR
MESH:C081643	NCBI:7010	DIRECT-REGULATOR
MESH:D000809	NCBI:7010	
MESH:C582420	NCBI:7010	
MESH:C048210	NCBI:7010	
MESH:C081643	NCBI:8520	DIRECT-REGULATOR
MESH:C005705	NCBI:8520	INHIBITOR
MESH:D000809	NCBI:8520	
MESH:D012110	NCBI:4128	ACTIVATOR
MESH:D012110	NCBI:4129	ACTIVATOR
MESH:C031967	NCBI:4128	INHIBITOR
MESH:C031967	NCBI:4129	INHIBITOR
MESH:D007980	NCBI:4128	INHIBITOR
MESH:D007980	NCBI:4129	INHIBITOR
MESH:C075587	NCBI:4128	INHIBITOR
MESH:C075587	NCBI:4129	INHIBITOR
MESH:D005473	NCBI:4128	INHIBITOR
MESH:D005473	NCBI:4129	INHIBITOR
MESH:D013481	NCBI:285	
MESH:D015777	NCBI:285	
MESH:D015777	NCBI:3062	
MESH:D015777	NCBI:1129	
MESH:C000605451	NCBI:3062	
MESH:C000605451	NCBI:1129	
MESH:C102563	NCBI:1129	
MESH:C102563	NCBI:5743	
MESH:C102563	NCBI:5742	
MESH:D013467	NCBI:1129	
MESH:D000804	NCBI:1129	
MESH:D000804	NCBI:5743	
MESH:D000804	NCBI:5742	
MESH:D009569	NCBI:1129	
MESH:D013467	NCBI:285	
MESH:C102563	NCBI:285	
MESH:C000605451	NCBI:5743	
MESH:D019808	NCBI:5743	
MESH:D019808	NCBI:1129	
MESH:D009020	NCBI:5443	
MESH:C038123	NCBI:4000	
MESH:C038123	NCBI:8836	PRODUCT-OF
MESH:C047442	NCBI:4000	
MESH:C047442	NCBI:8836	
MESH:D000596	NCBI:4000	
MESH:D000596	NCBI:8836	PART-OF
MESH:C108952	NCBI:4000	
MESH:C108952	NCBI:8836	PART-OF
MESH:C113843	NCBI:4000	
MESH:C113843	NCBI:8836	PART-OF
MESH:C060122	NCBI:4000	
MESH:C060122	NCBI:8836	
MESH:C082810	NCBI:4000	
MESH:C082810	NCBI:8836	SUBSTRATE
MESH:D000804	NCBI:2569	
MESH:D000804	NCBI:114548	
MESH:C032651	NCBI:2569	
MESH:C032651	NCBI:114548	
MESH:C032651	NCBI:1636	
MESH:C032651	NCBI:3827	
MESH:C032651	NCBI:6863	
MESH:D001920	NCBI:1636	
MESH:D001920	NCBI:3827	
MESH:D001920	NCBI:6863	
MESH:D013373	NCBI:1636	
MESH:D013373	NCBI:3827	
MESH:C068373	NCBI:114548	INHIBITOR
MESH:C010574	NCBI:114548	
MESH:C045574	NCBI:114548	
MESH:C068373	NCBI:4012	
MESH:D009638	NCBI:4012	
MESH:D004656	NCBI:1636	INHIBITOR
MESH:D010656	NCBI:1143	
MESH:D010656	NCBI:155	
MESH:D010656	NCBI:153	
MESH:D015237	NCBI:1143	
MESH:D015237	NCBI:155	
MESH:D015237	NCBI:153	
MESH:D007545	NCBI:155	
MESH:C057368	NCBI:155	AGONIST
MESH:C076252	NCBI:155	AGONIST
MESH:C076126	NCBI:155	AGONIST
MESH:C033394	NCBI:155	AGONIST
MESH:C047975	NCBI:155	AGONIST
MESH:D010869	NCBI:155	AGONIST
MESH:C097869	NCBI:155	
MESH:C033394	NCBI:153	DIRECT-REGULATOR|AGONIST
MESH:C097869	NCBI:153	
MESH:C049763	NCBI:153	ANTAGONIST
MESH:C476604	NCBI:4323	INHIBITOR
MESH:D000077210	NCBI:2322	INHIBITOR
MESH:C042696	NCBI:2322	
MESH:C042696	NCBI:10000	
MESH:C042696	NCBI:2321	
MESH:D000077210	NCBI:5159	DIRECT-REGULATOR|INHIBITOR
MESH:D000077210	NCBI:3815	INHIBITOR
MESH:D000077210	NCBI:7422	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:C068471	NCBI:2571	DIRECT-REGULATOR
MESH:C068471	NCBI:1088	DIRECT-REGULATOR
MESH:C068471	NCBI:2572	DIRECT-REGULATOR
MESH:C042696	NCBI:7422	
MESH:C042696	NCBI:3815	
MESH:D000077210	NCBI:3791	INHIBITOR
MESH:D013739	NCBI:6303	INDIRECT-UPREGULATOR|INHIBITOR
MESH:D002395	NCBI:6303	
MESH:D005492	NCBI:6303	
MESH:D012436	NCBI:6303	
MESH:D004878	NCBI:3351	
MESH:D004878	NCBI:3352	
MESH:D004087	NCBI:3351	
MESH:D004087	NCBI:3352	
MESH:C041502	NCBI:3351	
MESH:C041502	NCBI:3352	
MESH:D009525	NCBI:338442	DIRECT-REGULATOR
MESH:D009525	NCBI:8843	DIRECT-REGULATOR
MESH:D014280	NCBI:3991	
MESH:D009525	NCBI:3458	
MESH:C066657	NCBI:338442	
MESH:C066657	NCBI:8843	
MESH:D005227	NCBI:338442	
MESH:C560742	NCBI:338442	
MESH:D014280	NCBI:338442	
MESH:C087205	NCBI:3350	ANTAGONIST
MESH:C106876	NCBI:5743	INHIBITOR
MESH:D007531	NCBI:5743	INHIBITOR
MESH:D000077613	NCBI:5743	DIRECT-REGULATOR|INHIBITOR
MESH:D013929	NCBI:5743	SUBSTRATE
MESH:C406224	NCBI:5742	INHIBITOR
MESH:D000077613	NCBI:5742	INHIBITOR
MESH:C106876	NCBI:5742	INHIBITOR
MESH:D007531	NCBI:5742	INHIBITOR
MESH:D052246	NCBI:5743	INHIBITOR
MESH:C014309	NCBI:5053	SUBSTRATE
MESH:C014309	NCBI:7054	SUBSTRATE
MESH:D007980	NCBI:5053	
MESH:D007980	NCBI:7054	PRODUCT-OF
MESH:D002395	NCBI:5053	DIRECT-REGULATOR|PRODUCT-OF|INHIBITOR
MESH:C025462	NCBI:572	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:C025462	NCBI:1950	INHIBITOR
MESH:C069989	NCBI:572	PART-OF
MESH:C113580	NCBI:1950	INHIBITOR
MESH:C113580	NCBI:572	INHIBITOR
MESH:D013467	NCBI:1956	INHIBITOR
MESH:D000420	NCBI:154	AGONIST
MESH:D006632	NCBI:154	
MESH:D020120	NCBI:154	DIRECT-REGULATOR
MESH:C476557	NCBI:5468	AGONIST-ACTIVATOR|AGONIST
MESH:C476557	NCBI:5465	AGONIST-ACTIVATOR|AGONIST
MESH:C476557	NCBI:5105	INHIBITOR
MESH:C476557	NCBI:2538	INHIBITOR
MESH:C476557	NCBI:1384	
MESH:D010728	NCBI:5105	
MESH:D010728	NCBI:2538	
MESH:D010728	NCBI:1384	
MESH:D005947	NCBI:5105	
MESH:D005947	NCBI:2538	
MESH:D005947	NCBI:1384	
MESH:D002331	NCBI:5105	
MESH:D002331	NCBI:2538	
MESH:D002331	NCBI:1384	SUBSTRATE_PRODUCT-OF
MESH:C076685	NCBI:4843	SUBSTRATE
MESH:D009569	NCBI:7124	
MESH:D009569	NCBI:3458	
MESH:D015232	NCBI:3458	
MESH:D019819	NCBI:7422	INDIRECT-DOWNREGULATOR
MESH:D000305	NCBI:7422	INDIRECT-DOWNREGULATOR
MESH:D015735	NCBI:7422	INDIRECT-UPREGULATOR
MESH:D007987	NCBI:2798	
MESH:C062876	NCBI:2798	INDIRECT-DOWNREGULATOR
MESH:C000606701	NCBI:155	
MESH:D002976	NCBI:155	
MESH:C000606701	NCBI:153	
MESH:C117446	NCBI:64805	ANTAGONIST
MESH:D000077144	NCBI:64805	INHIBITOR|ANTAGONIST
MESH:D000077593	NCBI:6530	DIRECT-REGULATOR|INHIBITOR
MESH:C524178	NCBI:6530	DIRECT-REGULATOR
MESH:C056599	NCBI:8654	INHIBITOR
MESH:C026695	NCBI:8654	INDIRECT-UPREGULATOR|SUBSTRATE|DIRECT-REGULATOR
MESH:C066657	NCBI:8654	
MESH:C040698	NCBI:8654	DIRECT-REGULATOR
MESH:C000611750	NCBI:8654	DIRECT-REGULATOR
MESH:D010208	NCBI:8654	INHIBITOR
MESH:D008610	NCBI:8989	DIRECT-REGULATOR|ACTIVATOR|INHIBITOR
MESH:D008610	NCBI:79054	AGONIST|ACTIVATOR
MESH:D002211	NCBI:7442	
MESH:D002211	NCBI:79054	
MESH:D002211	NCBI:8989	
MESH:D006220	NCBI:3269	
MESH:D011398	NCBI:3269	ANTAGONIST
MESH:C034022	NCBI:3269	ANTAGONIST
MESH:D006632	NCBI:1565	
MESH:D006220	NCBI:1565	SUBSTRATE
MESH:D011398	NCBI:1565	INHIBITOR
MESH:C034022	NCBI:1565	INHIBITOR
MESH:D008715	NCBI:4144	INDIRECT-DOWNREGULATOR|SUBSTRATE
MESH:D012436	NCBI:4144	PRODUCT-OF|INHIBITOR|SUBSTRATE
MESH:D008715	NCBI:4143	
MESH:D012436	NCBI:4143	PRODUCT-OF|SUBSTRATE
MESH:C008500	NCBI:4144	INDIRECT-UPREGULATOR
MESH:C437397	NCBI:1374	
MESH:D002331	NCBI:1374	SUBSTRATE
MESH:D009711	NCBI:1374	
MESH:D009711	NCBI:1375	
MESH:D009711	NCBI:23580	
MESH:D009711	NCBI:392490	
MESH:D009711	NCBI:23313	
MESH:D009711	NCBI:25962	
MESH:D002331	NCBI:386593	SUBSTRATE
MESH:D005227	NCBI:386593	
MESH:D005227	NCBI:1374	SUBSTRATE
MESH:C437397	NCBI:1375	PART-OF
MESH:D000596	NCBI:1375	
MESH:D010171	NCBI:1375	
MESH:D002331	NCBI:1375	
MESH:C030371	NCBI:6044	
MESH:C030371	NCBI:26767	
MESH:C037412	NCBI:6044	
MESH:C037412	NCBI:26767	
MESH:D005998	NCBI:6044	SUBSTRATE
MESH:D005998	NCBI:26767	SUBSTRATE
MESH:C047902	NCBI:6044	
MESH:C047902	NCBI:26767	
MESH:C035647	NCBI:6044	SUBSTRATE
MESH:C035647	NCBI:26767	SUBSTRATE
MESH:D002244	NCBI:6044	
MESH:D002244	NCBI:26767	
MESH:C503895	NCBI:6044	
MESH:C503895	NCBI:26767	
MESH:C037412	NCBI:4522	
MESH:C024764	NCBI:4522	
MESH:C030544	NCBI:4522	SUBSTRATE
MESH:C503895	NCBI:4522	
MESH:C030544	NCBI:9563	SUBSTRATE
MESH:C030544	NCBI:128	SUBSTRATE
MESH:C030544	NCBI:26767	SUBSTRATE
MESH:C069989	NCBI:128	
MESH:D002245	NCBI:128	PRODUCT-OF
MESH:C069989	NCBI:4522	
MESH:C049883	NCBI:4522	
MESH:C006031	NCBI:4522	
MESH:C420882	NCBI:4522	
MESH:D008715	NCBI:27430	
MESH:D000596	NCBI:211	PART-OF
MESH:D005998	NCBI:211	SUBSTRATE
MESH:C047681	NCBI:3565	
MESH:C047681	NCBI:7124	
MESH:C047681	NCBI:3567	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D004958	NCBI:51170	
MESH:D000431	NCBI:51170	
MESH:D012172	NCBI:51170	
MESH:D012172	NCBI:195814	
MESH:D014801	NCBI:51170	
MESH:D014801	NCBI:9249	SUBSTRATE
MESH:D000241	NCBI:51170	PART-OF
MESH:C066657	NCBI:51170	INHIBITOR
MESH:D014212	NCBI:51170	
MESH:D012176	NCBI:51170	INHIBITOR
MESH:D000728	NCBI:51170	SUBSTRATE
MESH:D015113	NCBI:51170	SUBSTRATE
MESH:D013256	NCBI:51170	PRODUCT-OF
MESH:D014508	NCBI:445	
MESH:D001125	NCBI:3234	PRODUCT-OF
MESH:C076685	NCBI:3234	PRODUCT-OF
MESH:C058327	NCBI:3234	SUBSTRATE
MESH:D014508	NCBI:2641	
MESH:D014508	NCBI:3630	
MESH:C002939	NCBI:445	
MESH:C002939	NCBI:2641	
MESH:C002939	NCBI:3630	
MESH:D000596	NCBI:445	
MESH:D000596	NCBI:2641	
MESH:D000596	NCBI:3630	
MESH:D005998	NCBI:445	
MESH:D005998	NCBI:2641	
MESH:D005998	NCBI:3630	
MESH:D015118	NCBI:595	INDIRECT-DOWNREGULATOR
MESH:C045153	NCBI:595	INDIRECT-DOWNREGULATOR
MESH:D045162	NCBI:595	INDIRECT-DOWNREGULATOR
MESH:D003022	NCBI:595	INDIRECT-DOWNREGULATOR
MESH:D005231	NCBI:595	INDIRECT-DOWNREGULATOR
MESH:D013792	NCBI:5743	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D001397	NCBI:7040	
MESH:C009265	NCBI:7040	
MESH:C047902	NCBI:5340	
MESH:D000804	NCBI:3827	
MESH:D001920	NCBI:183	
MESH:D009638	NCBI:183	
MESH:D009638	NCBI:3827	
MESH:D000804	NCBI:150	
MESH:D000804	NCBI:279	
MESH:D000804	NCBI:151	
MESH:D001920	NCBI:150	
MESH:D001920	NCBI:279	
MESH:D001920	NCBI:151	
MESH:D015016	NCBI:183	
MESH:D015016	NCBI:3827	
MESH:D015016	NCBI:279	
MESH:D010646	NCBI:183	
MESH:D010646	NCBI:3827	
MESH:D010646	NCBI:279	
MESH:D015016	NCBI:151	
MESH:D015016	NCBI:152	
MESH:D010646	NCBI:151	
MESH:D010646	NCBI:152	
MESH:D008715	NCBI:27232	
MESH:D003540	NCBI:27232	
MESH:D005998	NCBI:1491	
MESH:D005998	NCBI:27232	
